vehicle_id,vehicle_number,lap,ThrottleJerk_1s_mean,ThrottleJerk_1s_std,ThrottleJerk_1s_max,BrakeSpikeRate_5s_mean,BrakeSpikeRate_5s_max,BrakeSpikeRate_5s_sum,SteerEntropy_10s_mean,SteerEntropy_10s_max,MicroVariability_mean,MicroVariability_std,ath_mean,ath_std,ath_min,ath_max,pbrake_f_mean,pbrake_f_max,pbrake_f_sum,Steering_Angle_mean,Steering_Angle_std,speed_mean,speed_std,speed_min,speed_max,accx_can_mean,accx_can_std,accy_can_mean,accy_can_std,NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,PIT_TIME,CLASS,GROUP,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,IM1a_time,IM1a_elapsed,INT-1_time,INT-1_elapsed,IM2a_time,IM2a_elapsed,INT-2_time,INT-2_elapsed,IM3a_time,IM3a_elapsed,FL_time,FL_elapsed,AIR_TEMP,TRACK_TEMP,HUMIDITY,z_ThrottleJerk,z_SteerEntropy,z_MicroVar,z_BrakeSpike,z_SpeedVar,CLI_raw,CLI_normalized,FocusScore,FocusScore_smooth,alert_error_burst,alert_steer_indecision,focus_change_2lap,alert_focus_drop,alert_degrading,alert_level,action_card,FocusScore_next,focus_drop_next,lap_time_seconds,lap_time_baseline,lap_time_deviation,mistake_event,load_level,anomaly_score,is_anomaly,focus_drop_prob,focus_score_predicted
GR86-002-002,2,11.0,16.921528986111365,24.41051324243573,83.996,1.3963963963963963,5.0,155.0,1.6863930916332277,2.163955656882057,0.0,0.0,72.03977809110475,38.11061654482136,2.451363636363636,100.04,8.688874546241824,133.89227272727274,964.4650746328424,-4.782989308023634,43.22106344787179,129.94027927927928,31.143456220126414,64.9375,185.1175,0.0094791393544826,0.3798464524719255,-0.0958884339567978,0.8652871516761642,2,1,11,1:52.433,0,,37.443,2,37.363,0,37.627,0,122.9,24:18.817,14:30:07.640,0:37.443,0:37.363,0:37.627,185.2,,Am,,Toyota Gazoo Racing,GF,37.443,37.363,37.627,15.325,15.325,22.118,37.443,15.581,53.024,21.782,1:14.806,14.352,1:29.158,23.275,1:52.433,15.8,32.2,48.34,0.7650422869530648,0.2424501157201223,0,-0.1594478445595726,0.0988796508228114,0.2760960034142952,79.11155622060365,20.888443779396358,18.76541707052048,0,0,-18.86368996489752,1,0,1,Focus dropped 19 points - consider radio reminder,19.75862745972375,0,112.433,112.433,0.0,0,High,-0.4052767024515108,0,0.3042872,21.836954
GR86-002-002,2,12.0,16.20772495490638,24.88827548157856,95.26652173913044,1.6964285714285714,5.0,190.0,1.7463831467220177,2.163955656882057,0.0,0.0,71.2974966099981,38.70150122093487,2.552608695652174,100.04695652173912,8.594887068567806,137.99386363636364,962.6273516795942,-3.969185022068949,42.65214450159409,130.16957589285715,31.56426955180149,63.55,186.512,0.0083192341878503,0.3734554570255771,-0.081590676017217,0.8746475021364151,2,1,12,1:52.257,0,,37.533,0,37.217,0,37.507,0,123.1,26:11.074,14:31:59.897,0:37.533,0:37.217,0:37.507,185.2,,Am,,Toyota Gazoo Racing,GF,37.533,37.217,37.507,15.444,15.444,22.089,37.533,15.667,53.200,21.55,1:14.750,14.289,1:29.039,23.218,1:52.257,15.8,32.2,48.34,0.5778942271241028,0.4173696676166376,0,0.566241328760079,0.164376206881373,0.3790845050435394,81.61198934853965,18.38801065146035,19.75862745972375,1,0,-4.501665000578683,0,0,1,High error bursts detected - suggest 1-lap cool down,19.589671294521025,0,112.257,112.433,0.1759999999999877,0,High,-0.40144792249618527,0,0.3042872,20.926733
GR86-002-002,2,13.0,16.141138302795053,23.653037590340418,91.84101449275362,1.5315315315315314,5.0,170.0,1.7525611088157482,2.163955656882057,0.0,0.0,71.95550697444747,38.10189166901289,2.4313636363636366,100.03,8.234642920729877,128.56760869565218,914.0453642010164,-3.809182577923997,44.65345089569098,130.0476891891892,31.190853470795084,63.4225,184.6525,0.0072326088607553,0.3771413733771967,-0.0945778922165649,0.8727315325078165,2,1,13,1:52.743,0,,37.578,0,37.437,0,37.728,0,122.6,28:03.817,14:33:52.640,0:37.578,0:37.437,0:37.728,185.2,,Am,,Toyota Gazoo Racing,GF,37.578,37.437,37.728,15.423,15.423,22.155,37.578,15.631,53.209,21.806,1:15.015,14.493,1:29.508,23.235,1:52.743,15.8,32.2,48.34,0.5604362663836681,0.4353834260549249,0,0.1674041155415036,0.1062566905973953,0.3127130228197967,80.00057205168545,19.999427948314548,19.589671294521025,0,0,0.8242542240005442,0,0,0,Maintain current pace,20.454313835274583,0,112.743,112.433,0.3100000000000023,0,High,-0.38032299407563297,0,0.3042872,21.253933
GR86-002-002,2,14.0,16.553796266091123,23.19756682862282,79.29079051383398,1.4732142857142858,5.0,165.0,1.7102840452267138,2.302585092994045,0.0,0.0,70.42962531691197,37.91593554145442,2.441739130434782,100.02714285714286,6.921893546723024,102.06217391304348,775.2520772329786,-1.9681540572876577,38.73174482221232,130.30543393393393,31.43359513774196,62.155,184.1275,0.013136330160618,0.3643503104129846,-0.0898651358947599,0.8638386936202588,2,1,14,1:52.334,0,,37.732,0,37.060,2,37.542,0,123.0,29:56.151,14:35:44.974,0:37.732,0:37.060,0:37.542,189.1,,Am,,Toyota Gazoo Racing,GF,37.732,37.06,37.542,15.580,15.580,22.152,37.732,15.556,53.288,21.504,1:14.792,14.302,1:29.094,23.24,1:52.334,15.8,32.2,48.34,0.6686286186648118,0.3121115769534517,0,0.0263519303788371,0.1440376780334363,0.2969730371979757,79.61842471621182,20.38157528378818,20.454313835274583,0,0,0.6956863755508351,0,0,0,Maintain current pace,21.12900674530813,0,112.334,112.433,0.0989999999999895,0,High,-0.37804414345045145,0,0.3042872,21.489693
GR86-002-002,2,15.0,16.01221235072386,23.029212216118783,82.70888198757764,1.4864864864864864,5.0,165.0,1.7222025599194928,2.163955656882057,0.0,0.0,71.29932896526597,38.743563931692094,2.44304347826087,100.02,8.719876970561753,147.74722222222223,967.9063437323546,-3.8966281111899614,40.48260115967851,129.99260960960962,31.714188791243167,62.502,187.652,0.0066078375765076,0.3811938341216147,-0.0923637094490304,0.8621252209181628,2,1,15,1:52.339,0,,37.586,0,37.378,0,37.375,0,123.0,31:48.490,14:37:37.313,0:37.586,0:37.378,0:37.375,188.2,,Am,,Toyota Gazoo Racing,GF,37.586,37.378,37.375,15.469,15.469,22.117,37.586,15.466,53.052,21.912,1:14.964,14.294,1:29.258,23.081,1:52.339,15.8,32.2,48.34,0.5266339330583799,0.3468636912205129,0,0.0584534621744781,0.1877100538183564,0.2722451274306495,79.01806172627897,20.981938273721028,21.12900674530813,0,0,1.539335450787103,0,0,0,Maintain current pace,20.76102526217837,0,112.339,112.433,0.093999999999994,0,High,-0.39911020221670407,0,0.3042872,21.956446
GR86-002-002,2,16.0,14.989617626329157,24.42791693322373,89.77565217391304,1.518181818181818,5.0,167.0,1.7522334183204409,2.163955656882057,0.0,0.0,70.96800565715833,39.58349582612145,2.3778260869565218,99.99882352941177,8.529458728661222,124.97021739130436,938.2404601527344,-4.129468806917075,39.37556581092228,130.0640787878788,31.98029272468004,67.464,186.706,0.0058380621679464,0.3757701696913909,-0.0990964705515234,0.8556795030944624,2,1,16,1:52.084,0,,37.456,0,37.186,0,37.442,0,123.3,33:40.574,14:39:29.397,0:37.456,0:37.186,0:37.442,189.1,,Am,,Toyota Gazoo Racing,GF,37.456,37.186,37.442,15.404,15.404,22.052,37.456,15.519,52.975,21.667,1:14.642,14.058,1:28.700,23.384,1:52.084,15.8,32.2,48.34,0.2585258665646473,0.4344279431083753,0,0.1351151037254578,0.229127209316674,0.2293447322369741,77.97649332158483,22.02350667841517,20.76102526217837,0,0,0.3067114269037887,0,0,0,Maintain current pace,20.59719543169716,0,112.084,112.433,0.3489999999999895,0,High,-0.3936882475326581,0,0.3042872,21.684048
GR86-002-002,2,17.0,15.030779395996786,22.66335033695372,87.64538961038961,1.8468468468468469,5.0,205.0,1.7450188558873112,2.302585092994045,0.0,0.0,71.71572363952288,38.08494813194046,2.4421739130434785,99.97434782608696,7.579854836767881,89.62204545454546,841.3638868812347,-3.099281413808268,40.94704110839066,130.18952552552554,31.715443100056618,62.9375,188.14,0.0090522528490559,0.3771406567945672,-0.0891011953029855,0.8672926048683021,2,1,17,1:52.376,0,,37.584,0,37.108,0,37.684,0,123.0,35:32.950,14:41:21.773,0:37.584,0:37.108,0:37.684,188.2,,Am,,Toyota Gazoo Racing,GF,37.584,37.108,37.684,15.392,15.392,22.192,37.584,15.493,53.077,21.615,1:14.692,14.424,1:29.116,23.26,1:52.376,15.8,32.2,48.34,0.2693178276571328,0.413391655909361,0,0.930058689110682,0.1879052779268415,0.3424425934337665,80.72236916560108,19.27763083439892,20.59719543169716,0,0,-0.5318113136109694,0,0,0,Maintain current pace,20.348717018851147,0,112.376,112.433,0.0569999999999879,0,High,-0.3982403938161455,0,0.3042872,20.496433
GR86-002-002,2,18.0,14.777587406339348,22.265475757361475,83.12652173913044,1.6964285714285714,5.0,190.0,1.7721237898003577,2.163955656882057,0.0,0.0,73.09670547545434,37.54823970169707,2.447391304347826,99.9591304347826,9.2931863727375,131.41152173913045,1040.8368737466,-5.52807116802584,43.88437115846988,130.14092113095236,32.0222615170782,62.47,188.15,0.0116190713307721,0.3874404266919239,-0.0863375084338742,0.8643291800030399,2,1,18,1:52.039,2,,37.639,0,37.099,0,37.301,2,123.3,37:24.989,14:43:13.812,0:37.639,0:37.099,0:37.301,185.2,,Am,,Toyota Gazoo Racing,GF,37.639,37.099,37.301,15.508,15.508,22.131,37.639,15.617,53.256,21.482,1:14.738,14.09,1:28.828,23.211,1:52.039,15.8,32.2,48.34,0.2029349164418044,0.4924244703856509,0,0.566241328760079,0.2356593487645244,0.2924887267194183,79.50955121772262,20.490448782277383,20.348717018851147,0,0,-0.412308243327228,0,0,0,Maintain current pace,20.221735153094745,0,112.039,112.433,0.3939999999999912,0,High,-0.41288542968241126,0,0.3042872,20.906118
GR86-002-002,2,19.0,15.098589690763603,21.80576826653101,88.38043478260867,1.6216216216216215,5.0,180.0,1.7433961497724233,2.302585092994045,0.0,0.0,71.21776477898446,37.62954023755394,2.4475,99.94272727272728,8.923833310821296,138.88309523809525,990.545497501164,-4.141541515809251,43.12450788940868,130.18127027027026,31.40495995053125,61.302,185.638,0.0085408520901655,0.3834820779222884,-0.0921232687396303,0.8671813386542377,2,1,19,1:52.218,0,,37.579,0,37.144,0,37.495,0,123.1,39:17.207,14:45:06.030,0:37.579,0:37.144,0:37.495,188.2,,Am,,Toyota Gazoo Racing,GF,37.579,37.144,37.495,15.454,15.454,22.125,37.579,15.549,53.128,21.595,1:14.723,14.155,1:28.878,23.34,1:52.218,15.8,32.2,48.34,0.2870966080327726,0.4086601545620824,0,0.3853054222755544,0.139580817940796,0.2600479161857651,78.72192856012286,21.278071439877134,20.221735153094745,0,0,-0.3754602786024144,0,0,0,Maintain current pace,20.46027249698501,0,112.218,112.433,0.2149999999999892,0,High,-0.4082448103702127,0,0.3042872,21.779188
GR86-002-002,2,20.0,15.886684603382545,24.12792959643831,91.776066252588,1.7567567567567568,5.0,195.0,1.7201059201794686,2.302585092994045,0.0,0.0,73.19181893397797,37.8213088807704,2.428,99.92739130434782,8.778617816379114,136.86340909090907,974.4265776180818,-4.501988386799599,40.66337125730976,130.07558858858857,31.66498187308239,60.335,186.624,0.0093397748071947,0.3806156993433673,-0.0916381702954929,0.8665175247469569,2,1,20,1:52.290,0,,37.667,0,37.303,0,37.320,0,123.1,41:09.497,14:46:58.320,0:37.667,0:37.303,0:37.320,187.2,,Am,,Toyota Gazoo Racing,GF,37.667,37.303,37.32,15.486,15.486,22.181,37.667,15.696,53.363,21.607,1:14.970,14.085,1:29.055,23.235,1:52.290,15.8,32.2,48.34,0.4937225549453008,0.3407502898697283,0,0.7121573823766312,0.1800513523676266,0.3581330815442796,81.10331476287028,18.89668523712972,20.46027249698501,0,0,0.1115554781338623,0,0,0,Maintain current pace,20.45284743572057,0,112.29,112.433,0.1430000000000006,0,High,-0.4236823465182178,0,0.3042872,20.531813
GR86-002-002,2,21.0,13.70607077096493,24.547149622345064,85.22420168067227,1.5517241379310345,5.0,45.0,1.7508051032118943,2.163955656882057,0.0,0.0,70.53462388713618,40.207672623851536,3.478333333333333,99.9070588235294,15.3223633189135,134.23607142857142,444.3485362484915,-10.248918464269805,51.35995706900802,133.71957142857144,39.91504412469301,58.69199999999999,183.9175,-0.0399873921000746,0.435742621154205,0.0390232860908447,0.837798150397336,2,1,21,1:52.170,0,,37.671,0,37.113,0,37.386,0,123.2,43:01.667,14:48:50.490,0:37.671,0:37.113,0:37.386,188.2,,Am,,Toyota Gazoo Racing,GF,37.671,37.113,37.386,15.471,15.471,22.2,37.671,15.627,53.298,21.486,1:14.784,14.148,1:28.932,23.238,1:52.170,15.8,32.2,48.34,-0.0779996967268229,0.4302632488372298,0,0.2162440636025842,1.464113961787173,0.2630139089103655,78.79393918605183,21.20606081394817,20.45284743572057,0,0,0.2311122826258298,0,0,0,Maintain current pace,21.55993562571145,0,112.17,112.433,0.262999999999991,0,High,-0.5122088482493884,0,0.3042872,22.709173
GR86-002-002,2,22.0,13.859066971567945,21.30335418823,85.02181818181818,1.6964285714285714,5.0,190.0,1.82507097663172,2.302585092994045,0.0,0.0,73.40832067135977,37.32007714652109,2.4395,99.89722222222224,9.46061921623063,137.5493181818182,1059.5893522178303,-5.559426012005594,45.10003819315042,130.42557207207207,32.15892867999116,63.115,188.11,0.0115249807161006,0.383838842515564,-0.085401013055914,0.8586754700981571,2,1,22,1:52.402,0,,37.939,0,37.095,0,37.368,0,122.9,44:54.069,14:50:42.892,0:37.939,0:37.095,0:37.368,190.1,,Am,,Toyota Gazoo Racing,GF,37.939,37.095,37.368,15.475,15.475,22.464,37.939,15.599,53.538,21.496,1:15.034,14.029,1:29.063,23.339,1:52.402,15.8,32.2,48.34,-0.0378865272120457,0.6468083625326946,0,0.566241328760079,0.2569306056932496,0.2609653923528967,78.74420374391616,21.25579625608384,21.55993562571145,0,1,1.099663128726441,0,0,1,Steering indecision - check driver fatigue or track confidence,21.73687303159309,0,112.402,112.433,0.0309999999999917,0,High,-0.44067567703069777,0,0.3042872,22.579662
